리뷰,평점
올바른 정보 입력해도 계속 아니라고 뜨는데 어떻게 예약하나요..,1
회사에서 배가 아프길래 비대면진료 바로 받았어요 너무 편하네요~~^^,5
알림을 꺼놨는데도 알림이 와요 구글에 신고해야겠어요,1
전체동의후 확인버튼이 뜨지않아서 이용못하고 있어요,1
너무 장사치 같은데.... 치료에 가격 맞춰주는게 합리적인가 잘 모르겠네. 비대면할거면 AI찾아가야 되고. 1차 병원은 동네 가까운 병원 가면되는거 아닌가.,1
실시간 업데이트도 잘 되는 것 같구 꽤 정확한 것 같아요.,5
아이가 아플때 급하게 쓸수있어서 너무 좋습니다 ~^^!!,5
병원급하게 가야될때 진료시간 쉽게알수있고좋은어플이네요,5
"병원에서 데스크 바쁠 때,,,, 태블릿으로 접수하면 편했어요",5
저한태는 좀 별로였어요 내가 다른 지역으로 움직여지지않고 재고가 잘않보였어요,3
로그인이안되요 화면이 넘어지지않는데 조취좀 취해주세요,1
검색해서 병원하나 보고 뒤로 가면 죄다 리셋이네요. 해당 병원 보고 싶을때마다 재검색하는거 되게 짜증납니다,1
진료봤던 병원에서 재진료 보고싶었는데 요청기능 생겨서 너무 좋아요~!!,4
특가 시술 진행중이어서 신청하고 시술 받았어요~ 후기 너무 좋았어요~,5
아주 편하고 찾기 쉽습니다! 병원 찾기 짱짱,5
어떤내용인지 찾기 어렵군요최악 지워야 겠군요 ㅠㅠㅠㅠ,1
가까운 병원 찾을 때 썼는데 유용하게 잘 사용했어요~,4
"재고확인을 하고 방문할 수 있어서 편하고, 좋습니다.",5
대기인현황 어디서 보나요 업뎃전엔 지금방문 으로 들어가면 보이던것이 업뎃후 안보여요 소아과는 사람 항상 많아서 대기인원수 보는기 굉장히 중요한데 안보여서 너무 불편해요,2
개같은어플 맞는정보가 하나없음 버스타고1시간걸려서 왔는데 병원닫았네 쓰래기어플,1
맘카페에서 추천해서 깔았어요 예약할 때 편하네여,5
잘쓰고 있습니다. 생각보다 병원 영업 정보가 정확해서 헛걸음 덜했어요,5
겁먹고 갔던 산부인과진료 이젠 편안하게 갔을있어요. 꼼꼼하게 출혈없이진료가 됬어요.,4
전문의도 아닌 일반의 과목으로 검색이 되니 불편하고 장확도가 떨어짐,1
병원 및 시술 정보가 많고 잘 정리되어있네요!,5
아우 접수할라면 접속 소켓대기시간 초과로 뜨고 접속도안되고 서버좀 어찌하세요 며칠내내이래요,1
매우 유용한 앱입니다. 덕분에 오픈한 약국 찾아서 잘 해결했습니다 .,5
저녁이라 열린약국찾기 힘들었는데 덕분에 고생안하고 찾음,5
지인분꼐 추천 드린 굿닥 앱~~ 옛날에 유튜브에서 광고 보고 깔았는데 이번에 코로나 막차타고 비대면진료 받았습니다. 굿,5
실시간 연동 턱없어요..갯수 많다고 하는데 차이가 많아요..,3
좋은 서비스 만들어주셔서 감사합니다 앞으로도 번창하시길 기원합니다,5
본인 인증이 안돼요. 폰으로 인증번호 받아서 확인까지했는데 본인인증완료 버튼이 안눌립니다,1
"주소 입력도 안돼, 신용카드 등록을 위한 본인인증도 틀렸대 코로나로 아픈데 혈압치료 필요하신 분들께 적극 추천!",1
편리할 수 있을 거 같아서 한번 깔아봤는데 영.. 별로네요,3
병원 찾기 기능 짱 좋아요 버그만 좀 줄었으면 좋겠어요,5
괜찮네요. 공적마스크 안내도 속히 지원되길 기원합니다.,4
중요한 동선확인 정보란이 없어졌습니다 확인부탁드립니다,1
병원에서 기다림없이 빠르게 진료 받을수 있어서 넘 좋았어요,5
"마스크 스캐너 공지사항 좀 어떻게 해주세요. 무조건 공지사항 봐야하고, 다 보고 나면 스캐너 꺼지고.. 정보를 습득하라는 건지 말라는 건지...",1
영업사원이라 자주쓰고있습니다 한가 지 단점은 과별로 보고싶은데 자꾸 해당과가 아닌것도 같이표시되는게 아쉽습니다,4
편해요 너무 사이트검색창 이리저리 찾는거보단 이걸로 한방에 후기비교하고 너무좋아요.,5
"자취하고 열은 나는데 , 병원은 못가, 굿닥 비대면진료 편하네~",5
처음 사용해 봤는데 편리하고 매우 유용한 앱이라고 생각됩니다,5
너무 편리하고 좋네요 급할때 확인 잘했습니다,5
가는약국마다 문다닫음 열려잇다고해놓고..개인적으로비추천이요,1
'우한폐렴'의 위중한 시기에 이 앱이 많은 도움이 되고 있습니다. 고맙습니다.,5
병원에서 접수할 때 쓰고 연동되어서 그 뒤로 호기심에 깔아서 써봤는데 엄청 나네요~ 병원 가까운데 찾는데 짱이에요~,5
쓰레기 입니다 전에도 잘되는건가 의심스러웠는데 역시나에요 그냥 똑닥어플쓰세요 정확합니다,1
다 좋은데 뒤로가기하면 앱 나가기(종료)가 안되요. 강제로 모두닫기해야됨,3
자주 쓰진 않지만 항상 필요할때마다 다시 설치해서 씀 편한듯,4
좋아요. 여러 병원 비교할수 있어서 넘 좋네여,5
추천 APP 입니다. 휴일에 약국 찾을 때 좋습니다 ^^,5
의사선생님이 바로 나와서 깜짝 놀랬는데 친절하고 약도 바로 지어주셔서 좋았어요 저같은 사람에게는 쪼끔 친해지는 시간이 필요할 듯 ㅎㅎ,5
"자취하고 열은 나는데 , 병원은 못가, 굿닥 비대면진료 편하네~",5
강원도가서 아팠는데 비대면진료 받아=봤는데 편하고 좋더라구요,5
앱에 에러 페이지가 너무 많이 떠요. 버그 수정 안합니까?,1
전화가 와서 받기 눌러도 잘 안되고 겨우 받으면 목소리도 안들리고 여보세요만 수십번 외치다 끊었어요...,1
병원도 어플로 예약하는 시대가 왔네요! 전화공포증있는 극i들한테는 필수어플!!,5
어플상에 주변에 실시간으로 진료중인 병원 떠서 가보거나 전화해보면 다 닫았네요 너무 불일치해요,1
UI가 많이 개선된게 보입니다 ㅋ^^ㅎㅎ,5
강원도가서 아팠는데 비대면진료 받아=봤는데 편하고 좋더라구요,5
내 위치와 가까운 병원을 찾아보고 방문할수 있어서 좋습니다.,5
전화하고 가는게 맞고 잘나오는거 같아요,5
요즘 병원 대기시간이 길어서 가기가 꺼려지는데 비대면 진료로 편하게 기다리다가 진료받았습니다.,5
현실과 약간 다른 알림도 있었지만 대체로 만족합니다~^^,4
너무 친절하시고 상세히 설명 해 주시고 믿음이 가요^^열심히 치료 해 주세용^^,5
접수소켓 응답시간초과ㅜㅜ 예약도 못하고 답답하네요,1
"초록 뜬곳 가봐도 매진임. 5~10분차 나는게 아니라 몇시간 차이 나는듯. 또 일주일 방한마스크 쓰고 일해야지 뭐. 하루에 손님 수십명 상대해야하는데, 뭐 이렇게 살아야지.",1
오류가 있긴한데 그래도 병원찾을땐 유용하게 쓰고 있습니다.,5
지나다니는 곳의 마스크 잔량을 금방금방 알 수 있어 너무 좋아요~~,5
예약때마다 본인인증요구. 이거조차 안됨. 휴대폰인증후 안넘어감,1
"일요일 문여는 병원 찾을때 너무 유익했네요,,최고,최고",5
무좀 병원 가기 좀 그랬는데 비대면으로 편하게 받으니까 좋네요,5
저렴한 시술 상품이 많아서 자주 애용합니다.,5
잘못된 정보가 있습니다 오류수정 연락을 드리고 싶은데 연락처번호가 없네요 어떻게 알려드리면 될까요?,2
좋습니다. 편하게 집에서 병원갈때 예약하고가니 시간도 절약되고ㅋ,5
제대로되는게없음.. 내위치는 나오는데 병원약국나오는거 하나도없고..걍똑*쓰로감,1
"내 주변 약국 찾기,,, 주말이나 야간에 너무 좋잖아,,,꺄악,,,,추천합니다 굿닥!",5
진짜 좋아요~찾고 싶은 지역에서 마스크 보유량 체크할수 있고. . .,5
좋습니다. 주변 병원 검색이 편리해요.,5
약 배송 부분만 개선되면 정말 베스트서비스 될것 같습니다.,5
접수하는것도 간단하고 만족스럽습니다,5
약 배송 부분만 개선되면 정말 베스트서비스 될것 같습니다.,5
자주 아파서 저한테 꼭 필요한 앱이에요. 야근이 많아서 매번 저녁에 병원을 가네요. 피로사회 탈출은 그저 공허한 외침뿐인 것인지...,5
"아직 제대로 마스크를 사지 못했지만, 일단 앱에 들임 정성이 보임.",4
요즘 병원 대기시간이 길어서 가기가 꺼려지는데 비대면 진료로 편하게 기다리다가 진료받았습니다.,5
"정말 고객을 우롱하는 병원들...최악~전화상담으로 구체적인 질문을 해도 기재된 것이 맞다고 얘기해놓고,막상 방문하면 몇배나 비싼 견적들...안그런 병원도 있을진 모르겠지만,몇군데 가본결과 다 똑같이 바가지를 씌운다는ㅡㅡ",1
이용자가 많아 다소 늦어지는 현상이 있으나 아주 유용합니다.,5
친절은 완전 최고 고요^^ 치료는 확실하게 한방에 끝났어요. 감사드려요^^꾸벅^^ㅎㅎㅎ,5
너무 보기쉽게 잘 만들어진거 같아요. 만족합니다.,5
접수소켓 응답시간초과라고 떠서 예약이안됨 나말고도 다른사용자도 그런것같은데 개선이안되나요?? 결국 병원예약못함,1
마스크 못 샀는데 주말에 약국에 확인해서 샀어요 돌어다니지 않고 확인 하고 편안하네요 감사합니다 ^.^,5
병원도 찾기 쉽고 유용하게 쓰고 있습니다,5
5~10분 간격 업데이트인데 그 것도 맞는 정보 하나도 없네요^^,1
오류가 있긴한데 그래도 병원찾을땐 유용하게 쓰고 있습니다.,5
업데이트된 이후로 갑자기 후기란이 통째로 안보여요 와이파이에서나 데이터에서나ㅠㅠ,2
갑자기 확진자 동선이 사라져서 안보이네요?~주변에 함께 나타나서 유용하게 사용했는데요,4
본인인증이 휴대폰밖에 안되서 가입이 안되네여ㅡㅡ,3
미리 검색하고 가니 마스크 사는데 큰도움이 되는거 같아서 좋아요.,5
"업데이트 안되고, 정작 보유량 있다고 해서가도 허탕침",1
지방 병원도 많았으면 좋겠습니다!! 그래도 애용하고 아주 좋아요~!,5
확진자동서도 잘 알려줘서 좋아요.,5
밤에 급하게 약국을 찾는데 엄청 도움이 되었습니다,5
너무나도 좋은 서비스! 앞으로 더 개선되면 좋을듯,4
오후 2시에 비대면 진료 받고 퀵으로 시켰는데 접수 됐다며 이후 진행 안 됨. 종일 그 상태에서 직접수령으로 바꾸려고 해도 콜센터 전화 안 됨. 결국 약 없어서 새벽에 응급실 다녀옴. 최악.,1
퀵으로 약 받는 세상이 오네요 ㅎㅎ 감사합니다. 더 보편화되면 좋을거같아요~,5
굿닥어플로 눈썹 반영구 신청하고 시술 받았는데 완전 만족해요!!!!!,5
좋은정보감사해요 서울말구도지방권에도많았음하는바램입니다,5
"굿닥 예전에 마스크스캐너 잘썻꾸요, 지금은 약국 찾기 잘쓰고 있씁니다.",5
로딩화면에서 안넘어갑니다 갤럭시 21플러스 기종 다니는 병원이 이 어플로만 예약접수를 받는데 어플 실행이 인되니 어떻게 해야하져..?????? 뭔 로딩이 안되는 경우가 있으까욥...?!,1
"먼저 현황 알 수 있다는 점에서 감사하게 생각합니다. 다만 판매처에서 보통 마스크를 판매 시각 전부터 번호표배부를 통해 접수하고 있습니다. 그래서 앱상으로는 충분이라고 뜨나 막상 가보면 이미 번호표 배부 끝났습니다. 하면서 발걸음을 돌려야 합니다. 가는 사람도 배부하는 사람도 진이 빠집니다. 그런데 모 약사의 말을 들어보니 번호표만 받고 찾으러오지 않는 분도 있어 마스크 여분도 발생한다고 합니다. 그래서 저는 이를 실정을 고려하여, 마스크 개수만 나타내는 표시 뿐 아니라 ""번호표 배부 완료""표시도 병행되어 나타나면 좋겠다는 생각이 듭니다. 이와 더불어 약국마다 판매시각이 다른데 그것도 함께 약국 정보로 기재되면 좋겠습니다. 긴 글 읽어주셔서 감사합니다. 서로 얼굴 붉히지 않고 성숙하게 마스크 사갈 수 있는 문화가 되길 바랍니다..",4
휴일 약국이나 마스크 초기 입고현황 확인할때 진짜 엄청 고마웠던 앱이고 앞으로도 그럴거같아요^^ 감사합니당ㅎ,5
병원가기 전 예약하고 갈 수 있어서 유용하게 사용하고 있습니다.,5
코로나 약처방때문에 깔았는데 서울에서만 약을 받을수 있습니다. 서울외건은 그냥 못사용하는거네요 ... 그래도 의사선생님은 친절합니다.,3
리뷰는 방문 기록 있을시 할수있도록 해주시는게 좋을거같네요 그럴분들은 없으시리라 생각되지만 악플도 방문없이 리뷰하면 좋은 취지에 안맞을꺼 같네요 마이페이지 최근본항목 선택 삭제 가능하게 해주세요,5
병원갈때 너무좋아요!!근처 약국찾기도 너무편해서 만족합니다!!,5
주로 마스크구매때문에 어플설치했는데 정학도가95%이상으로 좋은어플입니다 로그인까지하면 재고량을더쉽게알수있습니다 그외기능은진료병원을 실시간확인할수있어서 ⭐⭐⭐⭐⭐인정,5
질염이 심한데 병원가기는 좀 꺼려져서 비대면진료 받았습니다. 지방에 살아서 약은 택배로 받느라 좀 걸렸찌만 그래도 기다릴만했네요. 급한 분들을 위해서는 지방도 퀵이 되면 좋겠어요. 화이팅⭐,5
엄마 깔아드렸어요~ 지방에 계시는데 약처방도 편하고 좋네요 진료도 베리굿!,5
약국 열었다고해서 간곳마다 다 닫음. 헛걸음 하게 만들고 진짜 짜증나네,1
꿀좋아요 ㅎㅎ 찾아다닐필요없이 전화하고 가니까좋네요,5
아프고 열나면 너무 서러운데 퀵으로 약 받을수 있어서 좋았어요,5
사진첨부 있었으면 좋겠어요 의사님들마다 죄다 영통 화질 안좋다고 제대로된 진료가 안되요,4
앱을 확인하고 약국에 바로가서 구할수있어서 좋아요 지인들에게도 추천해주고 남편직장근처에있는 약국들을 검색해 남편에게 알려줘서 줄을 많이 서지않고 바로구매할수있어서 좋았습니다,5
맘카페 보고 깔았어요~ 아직 사용은 안했지만 나중을 위해 깔아둡니다~,5
충분이라고 해서 가보니 다 품절이라 살수가 없네요 . 재고 수량이 현 웹에서 와 100% 다릅니다 5~10분 차이가 난다고 하셨는데 너무 다르네요,2
처음엔 잘 됬엇는데..요 몇일 처방전 팩스버튼 누르면 어플이 중지되네요 개선요망이요,5
스토어 연동하기 했는데 계속 뜨고 만포인트도 안주네요,4
의사 선생님 정말 친절하시고 퀵으로 받은 약에는 복약지도 꼼꼼하게 쓰여있네요. 감사합니다. 복받으세요.,5
의사및 간호사분들이 친절하게 대해주셔서 인상깊었습니다 감사함니다.,5
여기가 다른 스마트스토어보다 포인트 적립을 많이 해주더라고요 좋습니다,4
급할 때 좋아요 다만 주말 문연 병원이랑 약국 정보는 좀 업데이트가 필요해 보입니다~,5
아프고 열나면 너무 서러운데 퀵으로 약 받을수 있어서 좋았어요,5
굿닥에서 인모드 특가로 맞았는데 싸고 암튼 만족.. 앱삭제안하고 계속 특가 뜨면 받아야지 ㅋㅋㅋ,4
장난하나.. 문자 메시지 인증을 두번 받아도 본인인증해야 사용 가능하다고 나오고....,1
좋아요 예약시스템도 시간절약에 도움되고요,5
"이 어플을 알지도 못했는데, 2시 22분에 다른 사람의 이름으로 진료접수가 완료되었다고 오더니 33분에 진료가 완료되었다고 알림톡으로 오네요 확인하려면 어떻게 해야 되나요?",3
맘카페 보고 깔았어요~ 아직 사용은 안했지만 나중을 위해 깔아둡니다~,5
청방약 퀵으로 받기 선택했는데 공휴일은 안된다는 공지를 나중에 확인해서 바꾸려고 하니 취소도 안되고 고객센터 연락하라고만 떠서 다음날 9시까지 기다렸다 연락했으나 계속 연락이 안됨. 시간을 맞춰서 먹어야하는 약이라 공휴일에 가능한데를 찾아서 한건데 이렇게 수정도 안되고 근무하는 날에 연락도 안되면 어쩌라는건지 기다리다 딴 어플에서 신청해서 1시간만에 약받았어요 딴 어플 사용하는게 나을거같아요.,1
인터페이스는 좋은데 매치가 너무안돼요 마치 틴더같음 ㅎ,3
아직잘모르겠으나 ㅇ한눈에정보스캔가능해서좋아요 앞ㅇ으로 에러만 안나길 .....,5
일반병원에갈때이렇게접수한적있었는데 이번굿닥은다른것같아요카톡이되니요 한티세종한의원원장님 정말최고십니다 백문이불여일견이라 여러분도와보세요^^^^^ 깜박한게있는데요 한의원감기악~~~ 굿~~~입니다,5
계속 에러떠요.사진안올라가고요.들어갈때마다 한번에 되는법이 없어요.,1
"별1개도 아깝네요.. 제휴 약국이 하나도 없어서 몇십군데 전화해야 하는거네요?? ㅋㅋ 어이가 없어서 진짜.. 다른앱은 5천원에 퀵 배송, 새벽배송도 무료인데 죽어가는 사람 2~3일 배송에 그마저 폭주로 중단?? 웃고 갑니다 진짜 ㅎㅎ",1
주말에 영업하는 약국의 정확도가 떨어져요. 개선이 필요해요.,1
명절때 병원때문에 당황했는데 진짜 유용하게쓸수있네요 ^^,5
인증번호를 입력해서 인증하려고 했는데 확인 페이지는 나오지만 그 다음으로 넘어가지 않습니다ㅜ.ㅜ,2
덕분에 별로 안기다리고 근처서 샀어요. 코로나로 힘든데 좋은 서비스제공해주셔서 감사합니다. 수고하세요~,5
간편하게 병원찾기좋아요 진료시간도 나와있어서 진료중인 병원 찾을때 도움많이 받았어요,5
처음에는 낯설어서 어려웠는데 익숙해지니까 세상편해요,4
코로나 때 비대면진료 받으려고 깔았었는데 오랜만에 써도 여전히 편하네유~ 종종 이용할거 가타유~,5
병원에 진료과목별로 전문의가 있는지 알 수 있었으면 좋겠어요,5
친구 추천으로 이용해봤는데 너무 편리해요!,5
확진자 동선 검색이 않되네요 어제까지 됬었는데,5
꼭 받아야하는 검사가 있었는데 퇴근하고 보건소 가야지 했어요. 근데 코로나땜에 보건소 진료를 안봐서 엄청 곤란했는데 굿닥으로 금방찾았네요ㅜ 사랑해요 굿닥♡♡♡,5
덕분에 신속항원검사도 받고 코로나 비대면진료도 받았습니다. 코로나 걸리면 이 앱만한게 없네요,5
어쩌다.. 신천지가 소재했던 건물에 입주해있는 매장 업주입니다 저희도 이번일로 그곳의 정체를 알게되었구요 지금은 방역및 폐쇄되어 출입이 금지되어 이용하지않지만 고객들은 그런것까지 보지않습니다 업장 피해는 어마어마합니다 신천지 위치를 공개하셔야한다면 시에서 운영하는 사이트에 신천지 장소 폐쇄 및 방역 .출입여부가 공개되어있던데 혹시 그것이라도 표시해 주실 수 있을까요 물론 이 앱이 활성화되면 고객분들은 더 안오시겠지만..저희는 그것이라도 간절합니다 이것과는 별개로..유익한 앱 개발해주셔서 정말 감사합니다 건강하세요.. 저도 필요에의해 다운받았다가 신천지 위치가 공유되는거보고.. 너무 심난한 하루네요..,5
퀵으로 약 받는 세상이 오네요 ㅎㅎ 감사합니다. 더 보편화되면 좋을거같아요~,5
어렵지 않게 잘쓰고 있습니다. 굿닥 ㅎㅎ,5
리얼 그지같음.. 택배배송도 안되고 주변 약국 연계도 안되어있고... 다릌 어플로 갈아탑니다 안녕 괜히 돈만 버림,1
"자취해서 아파서 뒹굴거리고 벽치고 잇을때, 비대면진료가 제 곁에 잇엇씁니다.",5
이거 마이너스 별은없나요 살다살다 이런앱은처음이네요ㅋㅋ가입도안되 오류떠 네트워크연결안된다해 덕분에 아이 건강검진병원도 싹다옮기고 단골병원도 옮겼어요 정말 감사합니다,1
야간 진료 가능한곳 검색해서 급할때 도움이 되었네요~,5
정홛도가 높아서 잘쓰고 있어요,5
일요일이나 공휴일에 약국 잘여는 곳이없는데 굿닥을 통해서 일요일 공휴일에도 오픈하 약국 쉽게 찾을수 있어서 너무나 유용해요 원래 이런거 잘 안쓰는데 너무 좋아서 리뷰 남겨용,5
예전에는 잘썼는데 이제 그냥 영업중 태그는 전부 구라네요. 그만큼 관리가 안되고있단 소린데...방치된앱이라고 보여지네요.,1
좋은가격에 좋은병원정보 잘보고있습니다.,5
하루종일 전화 연결도 안되고 중간에 처방약 받는 방식을 바꿀수도 없음 약국에 전화해 보면 배차가 안된다는 메아리뿐 ... 열이 39도가 넘어가는데 급할땐 사용하면 안될듯 합니다,1
혼자 사는 사람 자가격리할때는 진짜 필요한 어플입니다. 비대면진료는 저같은 사람이 많아서인지 연결이 좀 힘들었는데 코로나전화치료 병원 전화해서 처방받고 약까지 받았습니다. 감사합니다.,4
자료가 정리가 잘되어있어 보기 편리합니다.,5
병원 찾을 때마다 유용하게 이용하고 있어요~ 감사합니다.,5
혼자 사는 사람 자가격리할때는 진짜 필요한 어플입니다. 비대면진료는 저같은 사람이 많아서인지 연결이 좀 힘들었는데 코로나전화치료 병원 전화해서 처방받고 약까지 받았습니다. 감사합니다.,4
너무 좋아요 앞으로도 잘 이용하겠습니다!! 매칭이 빨라서 너무 좋았어요!!,5
본인인증 안되고 앱 자동종료됨.. 답답,1
잘 사용하고 있네요.. 부하가 걸릴 때는 느리지만 좋습니다.,5
의사 선생님 정말 친절하시고 퀵으로 받은 약에는 복약지도 꼼꼼하게 쓰여있네요. 감사합니다. 복받으세요.,5
마스크 때문에 깔았는데 한시간전 입고되고 충분하대서 갔더니 없다고해서 헛걸음 했어요.,3
제주도 놀라갓다가 발이삐었는데 병원을 잘찾아서 잘치료받았습니다 유용한 어플 ㅋ,5
꼭 필요한 정보를 찾기 쉽게 보여 줘서 좋아요,4
순번 알려준다해서 받았습니다 그런 서비스 없습니다 바로 지웠습니다,1
아이 진료 받았습니다. 비대면진료 코로나만 가능한거 아니에요.. 감기도 되고 처방약 필요할땐 편하게 쓸수있을거같아요,5
좋은거 갔은대 확진자경로가 많이 빠져있어요.,4
유용하게 잘 사용하고 있습니다 편리하고 좋아요,5
전화 필요없이 손쉽게 예약 할 수 있어서 좋아요,5
문닫은 약국은 품절로 표시해 주세요.. 벌써 몇번 헛걸음 하게 만드네,2
지인한테 추천함 ㅋㅋㅋ 약국 위치 알려줘서 넘 조아요! 가까운 약국 바로 찾았음 !ㅋㅋ,5
별 하나도 아까워요. 코로나로 비대면 하고 싶은데 카드등록 하라네요 아파서 갇혀있는데 카드챙길 정신이 어딧어요...ㅎㅎ..ㅎㅎ 그리고 약국 비용은 지인이 만나서 카드결제 할 수도 잇는데....ㅉ,1
좋긴한데 저번엔 확진자 동선이랑 부속기관 이런거 다 나오던데 이제는 못보나요,5
저녁8시 급하게 병원 갈일이 생겨 검색했는데 막상 방문한 병원은 문 닫았네요 진료중이라고 떠 있었는데 확인전화도 해야할거면 앱을 믿을수 없는거 아닌가요?,1
병원 가격이 비교되고 리뷰를 통해서 병원 친절도와 서비스 등도 알수 있고 굳이 비싼 가격내고 할 필요도 없고 필요한것만 골라서 하니 불필요한 추천받을필요도 없어서 좋아요.,5
부산 시술도 많네요~ 특가도 더 많이 늘려주세요 굿닥짱인듯!,5
편리하게 사용할 수 있어서 추천하는 어플입니다,5
"회사, 집 근처 병원,약국 찾을때 유용하게 잘 사용하고 있어요 굿!!!!",5
오미크론때 비대면진료 받느라고 깔았었는데 비대면지료가 더 편해졌네요,4
"코로나때문에 비대면진료하는데 앱 진짜 웃기네요 비대면 진료받을때 진료항목 뜨지도 않고, 진료받았는데 진료내역에 떴다 안떴다 하고, 처방전도 계속 안뜨고, 앱 속도 빠르게 하느라 기능은 신경 안쓰셨나봐요??",1
신속정확. 낚시성 홍보글 다수 주의.,3
친절하고 자세히 설명 해 주셔서 좋았습니다,5
병원 약국 찾고 예약까지 한 번에 할 수 있어서 너무 좋아요!,4
마케팅 거부해도 오는 푸시 알림 굿닥에서 푸시 보낸다 사용자는 무시한다 굿닥에서 또 푸시 보낸다 사용자는 앱 삭제하고 불량소프트웨어 분류한다 굿닥은 잔머리 쓴다 사용자는 굿닥 버린다,1
너무 좋네요 이렇게 좋은 앱이 있다니.... 주위에 홍보 많이 해야 겠네요~,5
덕분에 신속항원검사도 받고 코로나 비대면진료도 받았습니다. 코로나 걸리면 이 앱만한게 없네요,5
들어가자마자 나오는말 배달이 안됩니다 코로나 양성때문에 쓰려했는데 그럼 뭐... 양성인데 찾으러가야되나 1인가구는 쳐다도 보지 마시오,1
확진자동선 검색이 갑자기없어졌어요 ㅜㅜ,3
굿닥은 업데이트 되고 시간이 지날수록 퇴화하는 앱같음 사용하기 불편하고 트래픽 몰리면 일방적으로 끊어버려서 주말에 가던 병원에 가려면 새벽에 줄서야 됨,1
다 좋았는데 확진자 동선 나오던게 이제 안나와서 4개만 드립니다,4
질염이 심한데 병원가기는 좀 꺼려져서 비대면진료 받았습니다. 지방에 살아서 약은 택배로 받느라 좀 걸렸찌만 그래도 기다릴만했네요. 급한 분들을 위해서는 지방도 퀵이 되면 좋겠어요. 화이팅,5
아이 진료 받았습니다. 비대면진료 코로나만 가능한거 아니에요.. 감기도 되고 처방약 필요할땐 편하게 쓸수있을거같아요,5
신천지 건물이랑 확진자 동선 확인할수있었는데 왜 없어졌나요?,3
로딩도 안되고.....정확하지도 않고....,2
늦게까지 영업하는 약국을 찾을 수 있어서 많은 도움이 되었어요! 감사합니다!,5
애효 남아있는 마스크 검색하는 것도 사는것도 모든게 내놓는거 마다 수월한 것이 없네 접속이 되어야 어디에 마스크가 있는지 알겠는데 접소자 폭주로 접속이 안되니 이거야원,1
주말에 약국갈일 있어서 급하게 앱을 다운받아 사용했는데 너무 좋네요. 덕분에 체한것도 나아졌습니다. 감사합니당,5
자세히알아보고 찾어가살수있으니 너무 좋네요,2
좋은 정보와 회원가입 후 후기를 병원별로 자세히 볼수 있어요. 전 딸아이 눈 수술때문에 보다가 저도 늦었지만 코랑 눈수술해볼까 고민중입니다.^^,5
보유량 보통이래서 가보니 안판다네요.. 개발자분들 화이팅,3
진료도 무료고 약배송도 무료로 해주셔서 정말 감사합니다. 코로나 걸리면 진짜 위축되는데 덕분에 집에서 약도 받고 좋았습니다. 대성하세요.,5
필요한 정보를 한눈에 알수있어서 좋아요 무엇보다 이벤트 정보 짱입니당^^,4
도대체 병원찾기 뒤로가기 하면 왜 리셋됩니까.. 소아과 응급시 별로 도움이 안되네요,1
좋은 앱이긴 하지만 모든 약국이 표시되지는 않나봐요 빠진 약국들이 있네요 표시된 약국으로만 몰릴수 있으니 약국을 정확하게 더 확인하시고 업데이트해주세요,3
진료도 무료고 약배송도 무료로 해주셔서 정말 감사합니다. 코로나 걸리면 진짜 위축되는데 덕분에 집에서 약도 받고 좋았습니다. 대성하세요.,5
코로나 이제 무료 치료 지원안되네여 그래도 비대면으로 자가격리하면서 쉽게 햇어요,5
보기좋게 약국클릭하면 상세 지도와 가는길까지나오고 약국사진도 나오네요🖒,5
자취할때 아프면 서러운데 굿닥으로 비대면진료 받으니 외로움도 싹가시네ㅎ,5
"오늘 지인이 병원에 갈일이있어 일요일날 하는 병원검색할려고 하니 검색도 잘안나오고 정보도 별로 더군요 이런앱 이용 하는건 건강정보도 정보지만 병원 위치정보나 주말 이용 가능한지, 진료시간은 어떻게되는지 진료과목은 먼지 이런 기본적인 정보부터 쉽게 확인 할수있었으면 합니다",2
급하게 병원이랑 약국찾았는데 정말 도움이되었습니다 너무너무 좋아요!!,5
UI만 조금 개편되면 더 많은 사람들이 이용할것 같다! 이렇게 좋은 앱을 왜 아직 모르나요~,4
마스크 알림이 알림설정을 했는데 알림이 울리지 않네요,5
마스크 알리미 정보 너무 유용해서 재고있는 약국이 한눈에 보여 마스크 구매하기 쉬웠어요,5
첨엔 조금 의심했었는데 좀 많이 정확하네요!,5
굿닥 클리닉마켓에 다양한 카테고리 시술이 있어서 한 번에 보기 편했어요,5
처방전 받을려고 들어갔는데 로그인은 풀려있고 로그인 다시 할려고 해도 안됌,1
업데이트 않되나요..10월이후않됨..3차접종..안뜨네요 병원예약한거나 처방받은자료를 보수도없고...ㅡ.ㅡ,3
아주 적절하게 사용하고있습니다 개발하신분께 감사합니다,5
"다 조아요,,한가지 휴일 여는 약국 알기가 좀 어렵네요,,잘 연결 이 안되고 검색이 안되네요",5
지역별로병원찾는기능도생기면좋을꺼같애요ㅜㅜ,3
자동으로 다음순서 넘어가는게 많이 빨라졌네요,4
"피부과, 비뇨기과 다녔는데 가성비 좋고 효과도 만족스러운 병원 소개받아서 추천해요",5
격리때 유일하게 비대면진료받을수 있었던 어플.. 감사합니다,5
주변병원 찾기 쉽고 건강 정보도 알려주고 사용하기 편합니다,5
동네병원문닫았을때 난감했는데 굿닥 어플깔고나서 편리하게이용중입니다,5
보기가 조금 헷갈리긴 하지만 아주 유용합니다 정확도 하구요,4
